Job_ID,Job_Title,Company,Industry,Location,Experience_Years,Salary_INR,Employment_Type,Company_Size,Education_Required,Hiring_Urgency,Open_Positions,Applicant_Count,Skills,Posted_Date
AIJ100731,NLP Engineer,NextGen AI,SaaS,Hyderabad,9,4402768,Onsite,Startup,Bachelor's,Medium,2,493,"Deep Learning, LLMs, SQL, Statistics, TensorFlow",2025-10-29
AIJ100732,Computer Vision Engineer,AIWorks,Telecom,Bangalore,1,2006634,Remote,Mid-size,Bachelor's,Medium,1,70,"Azure, Excel, SQL, Statistics, TensorFlow",2025-07-04
AIJ100733,Data Scientist,NextGen AI,Finance,Noida,2,530952,Remote,Mid-size,Bachelor's,High,18,152,"AWS, Deep Learning, LLMs, Machine Learning, PyTorch",2025-11-28
AIJ100734,Computer Vision Engineer,InnoTech,Cybersecurity,Chennai,2,4112183,Onsite,Enterprise,Master's,Medium,5,106,"Deep Learning, NLP, Power BI, SQL, TensorFlow",2026-01-27
AIJ100735,AI Researcher,QuantEdge,Cybersecurity,Hyderabad,10,4586200,Remote,Enterprise,Bachelor's,Medium,10,461,"AWS, Azure, Machine Learning, NLP, Tableau",2025-07-30
AIJ100736,Data Scientist,InnoTech,Cybersecurity,Hyderabad,5,1535533,Onsite,Mid-size,PhD,Low,5,35,"Deep Learning, Excel, Machine Learning, Python, Statistics",2025-08-11
AIJ100737,Prompt Engineer,NextGen AI,Logistics,Chennai,4,789009,Remote,Enterprise,Master's,Low,15,405,"Excel, Machine Learning, NLP, Power BI, Python",2026-02-21
AIJ100738,AI Researcher,InnoTech,Telecom,Remote,8,4368214,Remote,Startup,Bachelor's,Medium,20,170,"Excel, Machine Learning, Power BI, Python, Statistics",2025-07-27
AIJ100739,Machine Learning Engineer,NextGen AI,SaaS,Mumbai,2,2867520,Onsite,Enterprise,Master's,Medium,9,40,"Excel, LLMs, PyTorch, Python, Tableau",2026-05-29
AIJ100740,Computer Vision Engineer,Insight Labs,Healthcare,Chennai,9,3924191,Hybrid,Startup,PhD,High,2,205,"Deep Learning, Excel, Machine Learning, NLP, PyTorch",2026-03-29
AIJ100741,Computer Vision Engineer,InnoTech,Telecom,Remote,15,1923165,Remote,Startup,Bachelor's,High,16,246,"Azure, Deep Learning, Machine Learning, Statistics, TensorFlow",2025-11-09
AIJ100742,Data Analyst,TechNova,Retail,Chennai,4,3090917,Onsite,Enterprise,Bachelor's,High,19,495,"Excel, NLP, PyTorch, Python, Tableau",2025-08-08
AIJ100743,Data Scientist,TechNova,Finance,Mumbai,6,3158393,Remote,Startup,Master's,Medium,3,162,"AWS, LLMs, Machine Learning, PyTorch, Python",2025-09-16
AIJ100744,Prompt Engineer,QuantEdge,Healthcare,Chennai,13,4822135,Onsite,Mid-size,PhD,Medium,19,387,"Azure, Excel, LLMs, PyTorch, Tableau",2025-09-03
AIJ100745,Prompt Engineer,CloudMind,Logistics,Pune,5,559041,Onsite,Mid-size,Master's,Medium,13,480,"Azure, Deep Learning, LLMs, Statistics, TensorFlow",2026-04-05
AIJ100746,MLOps Engineer,AIWorks,EdTech,Kolkata,11,1301445,Onsite,Enterprise,PhD,Low,6,77,"Azure, Excel, NLP, Statistics, TensorFlow",2025-09-27
AIJ100747,AI Researcher,DataSphere,Healthcare,Ahmedabad,14,1854060,Hybrid,Enterprise,PhD,Medium,12,363,"Azure, Deep Learning, Python, SQL, Tableau",2026-01-11
AIJ100748,AI Engineer,Insight Labs,Telecom,Kolkata,11,1293920,Onsite,Startup,PhD,Medium,20,328,"Excel, LLMs, PyTorch, Python, TensorFlow",2025-06-28
AIJ100749,Machine Learning Engineer,NextGen AI,SaaS,Remote,6,1452195,Onsite,Mid-size,Bachelor's,Low,13,77,"Machine Learning, Power BI, PyTorch, Tableau, TensorFlow",2026-04-23
AIJ100750,MLOps Engineer,TechNova,EdTech,Pune,3,1013209,Remote,Enterprise,Bachelor's,Low,17,338,"Azure, Machine Learning, NLP, Tableau, TensorFlow",2026-05-16
AIJ100751,Machine Learning Engineer,CloudMind,SaaS,Ahmedabad,13,4913924,Remote,Startup,Bachelor's,Low,8,458,"Azure, LLMs, NLP, SQL, Tableau",2026-03-18
AIJ100752,Data Scientist,TechNova,Finance,Mumbai,2,1254362,Remote,Startup,Master's,Low,14,128,"AWS, Power BI, Python, SQL, Statistics",2026-01-20
AIJ100753,MLOps Engineer,AIWorks,Logistics,Noida,9,4512805,Hybrid,Mid-size,Master's,Medium,20,422,"AWS, Azure, LLMs, Python, TensorFlow",2025-06-20
AIJ100754,Data Analyst,CloudMind,SaaS,Mumbai,2,1081116,Onsite,Startup,Master's,Medium,13,277,"Deep Learning, Excel, NLP, Power BI, Python",2025-08-07
AIJ100755,AI Engineer,TechNova,Logistics,Hyderabad,13,3454099,Onsite,Mid-size,Master's,Medium,16,132,"NLP, PyTorch, SQL, Statistics, TensorFlow",2025-10-10
AIJ100756,Data Analyst,TechNova,Logistics,Bangalore,1,2825375,Onsite,Startup,PhD,Low,16,144,"Excel, NLP, Power BI, Python, Tableau",2026-02-09
AIJ100757,LLM Engineer,Insight Labs,EdTech,Bangalore,8,2943842,Remote,Enterprise,Bachelor's,Low,11,369,"Azure, LLMs, NLP, Statistics, TensorFlow",2025-08-08
AIJ100758,MLOps Engineer,NextGen AI,SaaS,Hyderabad,3,2794945,Hybrid,Startup,Bachelor's,Low,18,447,"Azure, Deep Learning, LLMs, Machine Learning, PyTorch",2025-06-25
AIJ100759,Computer Vision Engineer,AIWorks,Finance,Ahmedabad,15,1665126,Remote,Startup,Bachelor's,Low,9,310,"Deep Learning, LLMs, Machine Learning, Power BI, Tableau",2025-09-07
AIJ100760,Data Scientist,DataSphere,Healthcare,Noida,15,3564885,Hybrid,Startup,PhD,High,16,192,"LLMs, Power BI, PyTorch, Python, Statistics",2025-10-15
AIJ100761,Computer Vision Engineer,Insight Labs,Cybersecurity,Bangalore,9,1452172,Hybrid,Enterprise,Bachelor's,Medium,12,359,"Deep Learning, Excel, Power BI, PyTorch, TensorFlow",2025-07-11
AIJ100762,AI Engineer,NextGen AI,Logistics,Pune,1,3049613,Onsite,Mid-size,PhD,Low,14,304,"Excel, LLMs, Python, SQL, TensorFlow",2026-05-10
AIJ100763,NLP Engineer,DataSphere,SaaS,Remote,2,2284409,Hybrid,Mid-size,Bachelor's,High,10,426,"Deep Learning, LLMs, PyTorch, Tableau, TensorFlow",2025-11-16
AIJ100764,LLM Engineer,CloudMind,Retail,Mumbai,2,2401686,Onsite,Mid-size,Master's,High,7,311,"Azure, NLP, Power BI, PyTorch, Python",2025-07-15
AIJ100765,LLM Engineer,InnoTech,SaaS,Chennai,7,3217748,Hybrid,Startup,Master's,Medium,17,151,"Machine Learning, NLP, PyTorch, SQL, Statistics",2025-12-31
AIJ100766,AI Researcher,NextGen AI,EdTech,Kolkata,11,958961,Remote,Startup,Master's,Medium,10,324,"Azure, Machine Learning, NLP, Statistics, Tableau",2025-06-29
AIJ100767,Data Analyst,AIWorks,EdTech,Noida,5,895183,Onsite,Startup,PhD,Medium,3,32,"AWS, Excel, LLMs, PyTorch, Tableau",2026-02-05
AIJ100768,Data Analyst,CloudMind,Logistics,Remote,15,1364534,Hybrid,Enterprise,Master's,Low,3,364,"Machine Learning, NLP, PyTorch, Statistics, Tableau",2026-02-04
AIJ100769,AI Engineer,TechNova,Telecom,Hyderabad,7,3992156,Onsite,Enterprise,Bachelor's,Medium,1,41,"Azure, Machine Learning, Power BI, SQL, TensorFlow",2025-11-09
AIJ100770,Data Scientist,CloudMind,Telecom,Mumbai,15,1389541,Hybrid,Mid-size,PhD,Medium,17,41,"Excel, LLMs, Power BI, Python, SQL",2025-08-06
AIJ100771,Computer Vision Engineer,AIWorks,EdTech,Noida,11,1936698,Onsite,Enterprise,PhD,Medium,17,351,"AWS, Azure, Excel, NLP, Statistics",2026-02-11
AIJ100772,NLP Engineer,DataSphere,Telecom,Ahmedabad,0,2249649,Remote,Startup,PhD,Medium,19,474,"Azure, Excel, LLMs, PyTorch, TensorFlow",2025-08-12
AIJ100773,Data Scientist,NextGen AI,EdTech,Delhi,5,3443848,Remote,Enterprise,PhD,High,12,404,"Azure, Deep Learning, Python, SQL, Tableau",2026-03-17
AIJ100774,Data Analyst,CloudMind,Retail,Chennai,9,4258977,Onsite,Enterprise,Bachelor's,Medium,12,443,"Excel, NLP, Power BI, Python, Statistics",2026-01-09
AIJ100775,MLOps Engineer,CloudMind,Cybersecurity,Ahmedabad,4,4239349,Remote,Mid-size,PhD,High,20,170,"PyTorch, Python, Statistics, Tableau, TensorFlow",2026-03-07
AIJ100776,NLP Engineer,NextGen AI,Telecom,Hyderabad,6,721623,Hybrid,Startup,PhD,Medium,16,42,"Azure, Machine Learning, PyTorch, SQL, Statistics",2026-05-26
AIJ100777,Data Analyst,QuantEdge,Healthcare,Kolkata,4,3513211,Onsite,Enterprise,Bachelor's,Medium,15,69,"AWS, LLMs, Python, SQL, Statistics",2026-01-21
AIJ100778,Data Scientist,QuantEdge,SaaS,Delhi,3,725078,Hybrid,Startup,Master's,Low,10,336,"AWS, Azure, Power BI, SQL, TensorFlow",2025-10-02
AIJ100779,NLP Engineer,CloudMind,Finance,Delhi,6,2515378,Remote,Startup,PhD,Low,14,102,"Deep Learning, Python, SQL, Statistics, TensorFlow",2025-11-15
AIJ100780,MLOps Engineer,DataSphere,Retail,Chennai,4,3244327,Onsite,Mid-size,Bachelor's,Low,8,352,"LLMs, Power BI, Python, SQL, Tableau",2026-01-16
AIJ100781,NLP Engineer,InnoTech,Telecom,Bangalore,15,4757699,Onsite,Enterprise,Bachelor's,Medium,16,267,"Excel, LLMs, Power BI, PyTorch, Python",2026-05-10
AIJ100782,Data Analyst,CloudMind,SaaS,Chennai,0,4883666,Remote,Enterprise,Master's,High,7,193,"AWS, LLMs, NLP, SQL, Statistics",2025-08-02
AIJ100783,Data Scientist,DataSphere,EdTech,Hyderabad,13,1594491,Remote,Startup,Master's,Low,7,205,"AWS, Deep Learning, Power BI, SQL, Statistics",2025-09-02
AIJ100784,Prompt Engineer,InnoTech,Cybersecurity,Mumbai,1,4921322,Onsite,Mid-size,Bachelor's,Medium,7,447,"LLMs, NLP, PyTorch, Python, Statistics",2026-03-09
AIJ100785,Data Scientist,DataSphere,SaaS,Pune,5,3371081,Onsite,Enterprise,Master's,Low,10,246,"PyTorch, SQL, Statistics, Tableau, TensorFlow",2026-03-26
AIJ100786,NLP Engineer,DataSphere,Cybersecurity,Ahmedabad,6,4769301,Remote,Enterprise,Bachelor's,Medium,17,92,"AWS, Excel, Machine Learning, Python, Tableau",2025-12-12
AIJ100787,Machine Learning Engineer,CloudMind,Telecom,Noida,12,4056308,Remote,Startup,Master's,Medium,2,297,"Azure, Machine Learning, NLP, Power BI, Tableau",2026-06-07
AIJ100788,LLM Engineer,Insight Labs,EdTech,Chennai,8,3080409,Remote,Startup,Master's,Medium,5,379,"Deep Learning, Power BI, PyTorch, Python, Tableau",2026-01-11
AIJ100789,Computer Vision Engineer,QuantEdge,SaaS,Chennai,12,3925988,Remote,Mid-size,Master's,Medium,3,306,"Excel, Machine Learning, PyTorch, Statistics, TensorFlow",2026-05-21
AIJ100790,NLP Engineer,TechNova,Healthcare,Delhi,9,3097651,Onsite,Mid-size,PhD,Medium,7,278,"Power BI, PyTorch, Python, Statistics, Tableau",2025-08-22
AIJ100791,LLM Engineer,TechNova,SaaS,Ahmedabad,5,4640001,Onsite,Startup,PhD,Medium,8,59,"Machine Learning, Power BI, SQL, Statistics, Tableau",2025-12-21
AIJ100792,AI Researcher,QuantEdge,Cybersecurity,Pune,7,839723,Onsite,Startup,PhD,Low,4,147,"Power BI, PyTorch, Statistics, Tableau, TensorFlow",2025-09-03
AIJ100793,Computer Vision Engineer,TechNova,EdTech,Chennai,8,1834301,Onsite,Startup,PhD,Medium,17,248,"Azure, LLMs, PyTorch, Python, SQL",2026-05-04
AIJ100794,Computer Vision Engineer,DataSphere,Telecom,Kolkata,0,1702489,Hybrid,Startup,Master's,High,1,176,"Excel, LLMs, Machine Learning, Python, Tableau",2025-07-24
AIJ100795,AI Engineer,Insight Labs,Finance,Hyderabad,3,3671953,Hybrid,Startup,PhD,Medium,13,443,"AWS, Deep Learning, Power BI, SQL, Statistics",2025-09-29
AIJ100796,AI Researcher,DataSphere,EdTech,Remote,9,4526299,Onsite,Startup,PhD,High,3,244,"Azure, LLMs, Machine Learning, SQL, Statistics",2025-08-14
AIJ100797,AI Engineer,QuantEdge,Healthcare,Mumbai,9,1124128,Hybrid,Enterprise,Bachelor's,Low,2,422,"Azure, Excel, Machine Learning, Statistics, TensorFlow",2025-06-16
AIJ100798,Prompt Engineer,Insight Labs,Telecom,Bangalore,5,2939765,Hybrid,Mid-size,Master's,Low,6,224,"NLP, Power BI, SQL, Statistics, Tableau",2026-02-28
AIJ100799,MLOps Engineer,TechNova,EdTech,Remote,12,2004060,Remote,Enterprise,Master's,High,15,286,"AWS, Azure, Deep Learning, Excel, Tableau",2026-01-25
AIJ100800,Computer Vision Engineer,AIWorks,Finance,Pune,4,3930462,Hybrid,Enterprise,Master's,Low,11,379,"AWS, Deep Learning, Machine Learning, Power BI, Tableau",2026-02-09
AIJ100801,LLM Engineer,TechNova,EdTech,Mumbai,10,1980791,Onsite,Mid-size,Bachelor's,Medium,19,232,"AWS, Deep Learning, PyTorch, Statistics, TensorFlow",2025-09-03
AIJ100802,AI Researcher,InnoTech,EdTech,Chennai,15,3514186,Onsite,Enterprise,PhD,Medium,18,471,"Deep Learning, Machine Learning, Power BI, Tableau, TensorFlow",2026-01-29
AIJ100803,Prompt Engineer,Insight Labs,EdTech,Ahmedabad,11,561342,Hybrid,Enterprise,PhD,Low,16,204,"Deep Learning, Excel, PyTorch, Tableau, TensorFlow",2025-09-03
AIJ100804,AI Researcher,AIWorks,Retail,Remote,5,1363191,Remote,Startup,PhD,High,20,134,"AWS, Machine Learning, Power BI, Python, Statistics",2026-01-23
AIJ100805,AI Researcher,AIWorks,Finance,Mumbai,8,4131990,Onsite,Enterprise,PhD,Medium,12,487,"AWS, Deep Learning, LLMs, Machine Learning, PyTorch",2026-05-12
AIJ100806,NLP Engineer,InnoTech,SaaS,Hyderabad,0,1311419,Hybrid,Enterprise,Bachelor's,Low,19,36,"Deep Learning, LLMs, NLP, Statistics, TensorFlow",2026-06-09
AIJ100807,MLOps Engineer,Insight Labs,Healthcare,Mumbai,9,746536,Onsite,Startup,Master's,Low,13,478,"Azure, Excel, NLP, SQL, TensorFlow",2025-07-09
AIJ100808,Data Scientist,QuantEdge,Logistics,Bangalore,14,541232,Onsite,Enterprise,Bachelor's,Medium,2,462,"AWS, Azure, Power BI, Tableau, TensorFlow",2025-09-16
AIJ100809,NLP Engineer,NextGen AI,EdTech,Mumbai,3,3524569,Onsite,Enterprise,Master's,High,16,399,"AWS, Azure, PyTorch, SQL, Tableau",2026-01-02
AIJ100810,Data Analyst,CloudMind,Telecom,Kolkata,11,4912963,Remote,Enterprise,Master's,Low,19,135,"Power BI, PyTorch, Python, Statistics, TensorFlow",2025-09-16
AIJ100811,NLP Engineer,AIWorks,EdTech,Chennai,4,2708415,Hybrid,Enterprise,Bachelor's,High,20,468,"AWS, Machine Learning, NLP, Statistics, TensorFlow",2026-05-29
AIJ100812,LLM Engineer,QuantEdge,Cybersecurity,Pune,13,4256878,Hybrid,Startup,Bachelor's,Low,11,194,"AWS, Deep Learning, LLMs, Machine Learning, Tableau",2026-01-22
AIJ100813,NLP Engineer,TechNova,Cybersecurity,Chennai,1,2108057,Remote,Startup,Master's,High,12,155,"AWS, Excel, Machine Learning, NLP, TensorFlow",2026-06-04
AIJ100814,Data Scientist,NextGen AI,Cybersecurity,Chennai,9,3149446,Hybrid,Mid-size,PhD,Medium,14,22,"AWS, Excel, NLP, Power BI, Tableau",2025-06-14
AIJ100815,MLOps Engineer,TechNova,Finance,Noida,3,4087877,Onsite,Mid-size,Bachelor's,Medium,15,403,"Excel, NLP, Power BI, SQL, TensorFlow",2026-02-25
AIJ100816,Machine Learning Engineer,DataSphere,SaaS,Mumbai,3,1905348,Onsite,Enterprise,Master's,Medium,6,161,"Machine Learning, Power BI, Python, Statistics, TensorFlow",2025-07-14
AIJ100817,NLP Engineer,Insight Labs,EdTech,Delhi,0,3015142,Remote,Startup,Master's,Medium,16,426,"AWS, Deep Learning, Machine Learning, SQL, Statistics",2025-12-15
AIJ100818,Data Scientist,NextGen AI,Telecom,Kolkata,1,4733437,Hybrid,Mid-size,PhD,High,1,450,"Deep Learning, NLP, PyTorch, Statistics, TensorFlow",2026-06-02
AIJ100819,Prompt Engineer,NextGen AI,Finance,Pune,4,4697872,Hybrid,Startup,Master's,High,16,443,"Azure, Python, SQL, Statistics, Tableau",2025-07-06
AIJ100820,AI Researcher,NextGen AI,SaaS,Chennai,10,3583653,Onsite,Enterprise,Bachelor's,High,5,339,"Deep Learning, LLMs, PyTorch, Python, SQL",2025-11-27
AIJ100821,Data Analyst,Insight Labs,Finance,Kolkata,14,3475585,Hybrid,Startup,Bachelor's,Low,9,104,"Excel, NLP, Python, Statistics, Tableau",2025-12-12
AIJ100822,Prompt Engineer,CloudMind,Finance,Remote,8,1712691,Hybrid,Startup,Master's,Low,3,299,"Azure, Deep Learning, Excel, PyTorch, TensorFlow",2025-11-17
AIJ100823,Prompt Engineer,NextGen AI,Healthcare,Kolkata,15,4081991,Onsite,Mid-size,PhD,High,14,340,"AWS, Power BI, Python, Statistics, Tableau",2025-10-02
AIJ100824,Machine Learning Engineer,QuantEdge,Retail,Delhi,10,2420166,Hybrid,Mid-size,Master's,Low,9,357,"AWS, Excel, LLMs, NLP, Statistics",2026-03-15
AIJ100825,Data Analyst,AIWorks,EdTech,Kolkata,0,1363192,Remote,Startup,PhD,Medium,12,225,"Deep Learning, Excel, NLP, Power BI, SQL",2026-01-29
AIJ100826,AI Researcher,NextGen AI,Logistics,Kolkata,7,4288559,Remote,Startup,PhD,Low,3,382,"Azure, LLMs, Power BI, SQL, Tableau",2025-08-01
AIJ100827,NLP Engineer,Insight Labs,Telecom,Remote,11,3361957,Hybrid,Enterprise,PhD,Low,8,433,"AWS, Deep Learning, NLP, PyTorch, Tableau",2025-10-10
AIJ100828,Prompt Engineer,QuantEdge,Healthcare,Chennai,9,3140818,Hybrid,Startup,PhD,Medium,13,467,"Excel, NLP, Power BI, Python, Statistics",2025-11-18
AIJ100829,NLP Engineer,DataSphere,Retail,Remote,12,3574076,Hybrid,Startup,Master's,High,5,30,"Azure, Machine Learning, NLP, PyTorch, Statistics",2026-03-11
AIJ100830,Computer Vision Engineer,AIWorks,Telecom,Hyderabad,3,2085088,Remote,Mid-size,Bachelor's,High,11,61,"AWS, NLP, Power BI, SQL, TensorFlow",2025-11-28
AIJ100831,MLOps Engineer,NextGen AI,Telecom,Chennai,13,3668078,Onsite,Startup,Master's,Medium,4,475,"AWS, Deep Learning, Power BI, Python, SQL",2025-09-29
AIJ100832,Data Analyst,QuantEdge,Healthcare,Noida,8,1216229,Remote,Mid-size,PhD,High,14,335,"PyTorch, SQL, Statistics, Tableau, TensorFlow",2026-02-20
AIJ100833,AI Engineer,Insight Labs,Cybersecurity,Kolkata,8,2587587,Onsite,Startup,PhD,Low,5,424,"Azure, Power BI, Python, SQL, Statistics",2025-12-03
AIJ100834,Machine Learning Engineer,TechNova,Cybersecurity,Ahmedabad,2,4029762,Onsite,Startup,Bachelor's,Medium,10,495,"Deep Learning, Machine Learning, Power BI, Python, Tableau",2025-10-17
AIJ100835,NLP Engineer,DataSphere,Telecom,Delhi,1,1626369,Onsite,Enterprise,PhD,Medium,14,162,"AWS, NLP, PyTorch, Python, Statistics",2026-04-17
AIJ100836,Data Analyst,CloudMind,Logistics,Ahmedabad,7,1314313,Hybrid,Startup,PhD,Low,7,157,"Azure, NLP, SQL, Statistics, TensorFlow",2025-09-03
AIJ100837,Data Analyst,QuantEdge,Healthcare,Kolkata,12,2342919,Onsite,Startup,Bachelor's,Medium,13,492,"AWS, NLP, PyTorch, SQL, TensorFlow",2025-10-19
AIJ100838,Data Scientist,DataSphere,Retail,Ahmedabad,12,4699405,Remote,Startup,Bachelor's,Low,16,112,"Deep Learning, Machine Learning, Power BI, Python, Statistics",2026-05-14
AIJ100839,LLM Engineer,AIWorks,Logistics,Kolkata,10,2097093,Remote,Mid-size,Master's,Medium,8,462,"AWS, Power BI, Python, SQL, TensorFlow",2025-09-11
AIJ100840,Data Scientist,AIWorks,Cybersecurity,Remote,4,4041761,Hybrid,Mid-size,Bachelor's,Medium,10,387,"Azure, Deep Learning, NLP, Power BI, PyTorch",2026-01-06
AIJ100841,AI Engineer,DataSphere,SaaS,Noida,10,980306,Remote,Startup,Bachelor's,High,13,384,"Deep Learning, LLMs, Power BI, Python, SQL",2025-07-14
AIJ100842,AI Engineer,CloudMind,Telecom,Mumbai,6,1803707,Remote,Enterprise,Master's,High,2,219,"Deep Learning, Excel, SQL, Statistics, Tableau",2025-06-14
AIJ100843,Prompt Engineer,NextGen AI,Retail,Chennai,9,2535439,Remote,Enterprise,Bachelor's,Low,2,381,"Deep Learning, NLP, Power BI, Python, Statistics",2026-02-26
AIJ100844,MLOps Engineer,NextGen AI,Cybersecurity,Chennai,10,1665929,Onsite,Mid-size,Master's,Low,12,247,"AWS, Excel, NLP, Power BI, Tableau",2025-10-25
AIJ100845,NLP Engineer,QuantEdge,SaaS,Chennai,4,4747654,Remote,Mid-size,Master's,Low,17,277,"AWS, LLMs, Power BI, Statistics, Tableau",2025-11-22
AIJ100846,AI Researcher,QuantEdge,Retail,Delhi,11,4708134,Remote,Startup,Master's,High,13,452,"AWS, Excel, NLP, SQL, Statistics",2025-10-30
AIJ100847,Data Analyst,TechNova,Retail,Pune,1,4356843,Hybrid,Startup,PhD,High,5,73,"AWS, Azure, Machine Learning, PyTorch, Python",2025-08-15
AIJ100848,LLM Engineer,AIWorks,Telecom,Chennai,13,730718,Onsite,Mid-size,Bachelor's,Low,19,320,"AWS, NLP, Power BI, SQL, Statistics",2025-08-15
AIJ100849,Computer Vision Engineer,TechNova,Telecom,Bangalore,10,1154382,Onsite,Startup,Master's,High,17,366,"AWS, Azure, Deep Learning, LLMs, PyTorch",2026-02-12
AIJ100850,Data Scientist,DataSphere,Finance,Delhi,0,4743212,Onsite,Startup,Bachelor's,High,14,172,"AWS, Azure, Excel, NLP, PyTorch",2025-08-25
AIJ100851,NLP Engineer,InnoTech,EdTech,Chennai,10,3274986,Onsite,Enterprise,Master's,High,15,121,"LLMs, NLP, Power BI, SQL, Statistics",2025-11-23
AIJ100852,NLP Engineer,TechNova,Cybersecurity,Noida,13,3410955,Onsite,Enterprise,Master's,Medium,1,197,"NLP, Power BI, PyTorch, SQL, TensorFlow",2025-08-02
AIJ100853,AI Engineer,DataSphere,EdTech,Noida,10,1711639,Remote,Startup,Master's,Medium,10,68,"Deep Learning, Excel, Machine Learning, SQL, Statistics",2026-03-21
AIJ100854,AI Researcher,CloudMind,SaaS,Hyderabad,10,2486622,Remote,Enterprise,Bachelor's,Medium,3,385,"LLMs, PyTorch, SQL, Statistics, Tableau",2025-12-28
AIJ100855,AI Engineer,Insight Labs,Logistics,Ahmedabad,14,715890,Remote,Enterprise,Bachelor's,Medium,18,485,"Azure, Deep Learning, Machine Learning, Statistics, TensorFlow",2026-03-06
AIJ100856,Data Analyst,AIWorks,Telecom,Bangalore,2,560147,Hybrid,Mid-size,PhD,Medium,14,459,"AWS, Azure, Excel, Statistics, TensorFlow",2025-11-14
AIJ100857,Prompt Engineer,DataSphere,Retail,Hyderabad,0,4619209,Onsite,Startup,Master's,Medium,20,94,"NLP, Power BI, PyTorch, Python, TensorFlow",2025-10-26
AIJ100858,MLOps Engineer,NextGen AI,Healthcare,Bangalore,12,4043720,Hybrid,Enterprise,Bachelor's,High,18,395,"AWS, Azure, Machine Learning, SQL, TensorFlow",2025-09-13
AIJ100859,AI Engineer,QuantEdge,Telecom,Pune,6,2252042,Onsite,Enterprise,Master's,High,17,88,"AWS, Excel, Python, Statistics, TensorFlow",2026-01-06
AIJ100860,Data Scientist,DataSphere,Cybersecurity,Ahmedabad,10,3197934,Remote,Mid-size,Master's,High,14,307,"Azure, LLMs, Machine Learning, NLP, TensorFlow",2026-04-12
AIJ100861,Data Analyst,DataSphere,Retail,Kolkata,14,3577915,Hybrid,Enterprise,PhD,High,8,440,"Deep Learning, LLMs, Machine Learning, Power BI, Python",2026-05-31
AIJ100862,Computer Vision Engineer,CloudMind,EdTech,Delhi,4,694232,Hybrid,Startup,Master's,High,15,111,"Deep Learning, LLMs, NLP, Python, Statistics",2025-11-02
AIJ100863,NLP Engineer,DataSphere,Cybersecurity,Remote,3,3639673,Onsite,Enterprise,PhD,High,20,111,"Machine Learning, NLP, PyTorch, Tableau, TensorFlow",2026-02-22
AIJ100864,Machine Learning Engineer,NextGen AI,EdTech,Chennai,1,3211878,Remote,Mid-size,PhD,High,2,486,"Deep Learning, Excel, LLMs, Statistics, TensorFlow",2026-02-16
AIJ100865,LLM Engineer,TechNova,Healthcare,Noida,9,4861123,Hybrid,Startup,Master's,High,18,124,"Machine Learning, Power BI, PyTorch, Python, Statistics",2025-06-13
AIJ100866,AI Engineer,CloudMind,Telecom,Kolkata,6,2836050,Hybrid,Startup,PhD,Low,16,315,"Azure, Machine Learning, Power BI, Python, SQL",2026-05-13
AIJ100867,AI Researcher,TechNova,EdTech,Chennai,2,1465309,Remote,Enterprise,Bachelor's,High,4,22,"AWS, LLMs, Machine Learning, NLP, Python",2026-06-05
AIJ100868,Machine Learning Engineer,TechNova,Healthcare,Ahmedabad,6,2046844,Onsite,Mid-size,Bachelor's,Low,4,220,"Deep Learning, NLP, Power BI, SQL, Statistics",2025-09-01
AIJ100869,AI Researcher,DataSphere,Telecom,Kolkata,7,3502643,Hybrid,Startup,Master's,Low,18,437,"Deep Learning, Excel, PyTorch, Statistics, Tableau",2026-01-15
AIJ100870,LLM Engineer,NextGen AI,Cybersecurity,Hyderabad,8,1845189,Onsite,Startup,Bachelor's,High,7,177,"Deep Learning, Excel, Python, SQL, TensorFlow",2025-08-06
AIJ100871,NLP Engineer,AIWorks,SaaS,Ahmedabad,8,1172296,Hybrid,Mid-size,Master's,Medium,14,31,"Excel, Machine Learning, PyTorch, Statistics, TensorFlow",2026-01-15
AIJ100872,NLP Engineer,InnoTech,Logistics,Noida,0,4236715,Onsite,Startup,PhD,Medium,11,477,"Azure, Deep Learning, LLMs, Power BI, SQL",2025-11-20
AIJ100873,MLOps Engineer,InnoTech,EdTech,Kolkata,5,4188940,Onsite,Mid-size,Bachelor's,Low,20,483,"Azure, LLMs, NLP, SQL, Statistics",2026-02-26
AIJ100874,AI Engineer,NextGen AI,Telecom,Remote,5,2054415,Remote,Mid-size,Master's,High,4,436,"Excel, LLMs, Machine Learning, NLP, Python",2025-10-05
AIJ100875,Machine Learning Engineer,InnoTech,SaaS,Remote,4,635668,Remote,Mid-size,Bachelor's,Medium,13,390,"Excel, Power BI, Python, SQL, Tableau",2026-02-25
AIJ100876,Computer Vision Engineer,TechNova,Retail,Chennai,14,921811,Remote,Mid-size,Master's,High,19,90,"Excel, NLP, PyTorch, Python, TensorFlow",2026-02-04
AIJ100877,AI Researcher,DataSphere,Telecom,Hyderabad,12,3079930,Remote,Startup,Master's,Low,4,426,"Deep Learning, PyTorch, Statistics, Tableau, TensorFlow",2025-10-11
AIJ100878,Data Analyst,Insight Labs,Logistics,Pune,6,658299,Hybrid,Startup,Master's,Medium,3,165,"Machine Learning, NLP, SQL, Statistics, Tableau",2026-06-04
